,teacher_id,meditation_id,med_list_batch_id,med_list_scrape_date,med_list_scrape_status,med_detail_batch_id,med_detail_scrape_date,med_detail_scrape_status,title,upload_date,duration,plays,rating,reviews,track_type,activity,suitable_for,topics,description,meditation_url,image_url
9171,aliciameek,/guided-meditations/n6m0d3r4f4u3y6l4q7b2m8j2d6b6r3k7q8b5a3v9,5,2022-12-13 13:20:08.120189,meditation found,62,2022-12-16 22:36:27.220231,title found,Chakra Opening & Closing,2021-11-03T23:46:27.000Z,PT5M57S,150,4.71,14,guided,Meditation,Everyone,"Visualization,Secular,Chakras,Divine Connection,Spiritual,Secular Mindfulness","This is a visualization meditation to open and feel each chakra, holding the image of all chakras while feeling them, and then gently closing them. This is for beginners looking to work with their chakras. Also, this meditation can be used for grounding and moving energy. ",https://insighttimer.com/aliciameek/guided-meditations/chakra-opening-and-closing-2,https://libraryitems.insighttimer.com/n6m0d3r4f4u3y6l4q7b2m8j2d6b6r3k7q8b5a3v9/pictures/tiny_rectangle_medium.jpeg
9172,renascencemusic,/guided-meditations/v4w8k2j7d2y1q8v0s1b5d4k7c8m8v2w2n5f7b0x2,5,2022-12-13 13:20:30.424457,meditation found,62,2022-12-16 22:36:29.713793,title found,Rest & Reflect,2017-01-15T01:51:12.000Z,PT3M21S,3k,4.26,166,music,Meditation,Everyone,"Stress,Stress & Anxiety,Ambient,Yoga,Spirituality","Take a few minutes to reflect and rest. Stresses of the day slip away with guitar, piano and sax instruments playing in rhythm with night sounds.",https://insighttimer.com/renascencemusic/guided-meditations/rest-and-reflect,https://libraryitems.insighttimer.com/v4w8k2j7d2y1q8v0s1b5d4k7c8m8v2w2n5f7b0x2/pictures/tiny_rectangle_medium.jpeg
9173,renascencemusic,/guided-meditations/b1d2b5x8z7j6s4j1e8k8v1b1a7d4s7z6r4a1d0r2,5,2022-12-13 13:20:30.425456,meditation found,62,2022-12-16 22:36:32.242018,title found,Hidden,2017-01-15T01:47:07.000Z,PT9M47S,2k,4.42,156,music,Meditation,Everyone,"Stress,Consciousness,Stress & Anxiety,Ambient,Spirituality",Airy chants and swirling electronic sound design. Beautiful flowing yet rhythmic music that moves the listener into motion and energy.,https://insighttimer.com/renascencemusic/guided-meditations/hidden,https://libraryitems.insighttimer.com/b1d2b5x8z7j6s4j1e8k8v1b1a7d4s7z6r4a1d0r2/pictures/tiny_rectangle_medium.jpeg
9174,renascencemusic,/guided-meditations/k0f2f8m4s7b3r7w3h9j9n9t3m4s8u0x3w6t4d0y8,5,2022-12-13 13:20:30.426456,meditation found,62,2022-12-16 22:36:37.347749,title found,Fallen,2017-01-15T01:59:49.000Z,PT5M6S,2k,4.09,152,music,Meditation,Everyone,"Stress,Stress & Anxiety,Ambient,Yoga,Spirituality",Very reflective and moving. Spatial electronic swirling sounds will guide you to relax and even into sleep. Sounds slowly rise and fall almost breathing.,https://insighttimer.com/renascencemusic/guided-meditations/fallen,https://libraryitems.insighttimer.com/k0f2f8m4s7b3r7w3h9j9n9t3m4s8u0x3w6t4d0y8/pictures/tiny_rectangle_medium.jpeg
9175,renascencemusic,/guided-meditations/v9p4k4w5u6g4f7k5d8b1w3w1c5q4f1n4s7n6k7n3,5,2022-12-13 13:20:30.427887,meditation found,62,2022-12-16 22:36:40.204143,title found,Quiet Blue,2018-09-23T16:47:08.000Z,PT8M26S,2k,4.51,73,music,Meditation,Everyone,"Stress,Stress & Anxiety,Instrumental,Spirituality,Spirituality","Quiet Blue takes the listener on a journey to the bluest parts of sky or ocean. Quiet and thoughtful.  Swirling musical synths are met by the wandering sounds of a piano, softly and quietly floating the listener to a moment of rest and relaxation.",https://insighttimer.com/renascencemusic/guided-meditations/quiet-blue,https://libraryitems.insighttimer.com/v9p4k4w5u6g4f7k5d8b1w3w1c5q4f1n4s7n6k7n3/pictures/tiny_rectangle_medium.jpeg
9176,renascencemusic,/guided-meditations/x3s4p7j9y6a6k6y9r4e1u8b3k8h4g7a7z4p7v6c8,5,2022-12-13 13:20:30.427887,meditation found,62,2022-12-16 22:36:42.724141,title found,Seraya's Dream,2017-01-25T00:07:02.000Z,PT3M24S,2k,4.45,167,music,Meditation,Everyone,"Stress,Stress & Anxiety,Ambient,Yoga,Spirituality",Lose rhythmic tracks and gentle electronic sounds that create a sense of motion. From the Music Uniquely Yours program.,https://insighttimer.com/renascencemusic/guided-meditations/serayas-dream,https://libraryitems.insighttimer.com/x3s4p7j9y6a6k6y9r4e1u8b3k8h4g7a7z4p7v6c8/pictures/tiny_rectangle_medium.jpeg
9177,mbsr-aw,/guided-meditations/j6x4w2w0q7y4f0r0p5a7e4k5m3r0d0d6a5b6r9n8,5,2022-12-13 13:20:53.076290,meditation found,62,2022-12-16 22:36:46.195913,title found,Body Scan ,2020-12-30T17:39:12.000Z,PT48M25S,852,4.52,25,guided,Meditation,Everyone,"Body Image,Stress,MBSR,Mindfulness,Concentration,Buddhism,Science,Body Scan,Secular,Stress & Anxiety,Recovery & Healing,Science,Pain,Secular Mindfulness","Beim Body Scan lernen Sie, Ihren Körper achtsam wahrzunehmen. Sie üben, konzentriert ganz bei sich zu bleiben und schrittweise Ihren ganzen Körper zu spüren - von den Füßen bis zum Kopf. Währenddessen tauchen durchaus auch unangenehme Empfindungen, Gedanken oder Emotionen auf. Die Übung ist nun, alles, was auftaucht, wertfrei wahrzunehmen, ohne zu be- oder verurteilen. Der Body Scan ist Bewusstseinstraining, keine Entspannungsübung. Ich freue mich über Rückmeldungen.",https://insighttimer.com/mbsr-aw/guided-meditations/body-scan-45-min,https://libraryitems.insighttimer.com/j6x4w2w0q7y4f0r0p5a7e4k5m3r0d0d6a5b6r9n8/pictures/tiny_rectangle_medium.jpeg
9178,mbsr-aw,/guided-meditations/q8s4p1b0t1f4h0x5j2w2s8e2j1u0a2v3w4g5t4j3,5,2022-12-13 13:20:53.076860,meditation found,62,2022-12-16 22:36:48.614345,title found,Stille Meditation mit Hineinführung und Ende,2021-03-24T16:45:09.000Z,PT30M23S,374,4.69,13,guided,Meditation,Everyone,"MBSR,Mindfulness,Concentration,Spirituality,Buddhism,Relationships,Secular,Health & Happiness,Patience,Open Awareness,Presence,Spirituality,Secular Mindfulness,Breathing Meditation","Hier begleite ich Euch durch eine stille Meditation über 30 min mit einem Gong zu Beginn und am Ende. Am Anfang gibt es eine etwa 2-3 minütige Hineinführung mit Ankommen am Platz, Ausrichtung und Hinführung zur Atembetrachtung. Anschließend folgt etwa 25 Minuten reine Stille bis zum Ende ein kleiner Hinweis auf den folgenden Gong kommt. Weitere Anweisungen sind nicht enthalten. Ich wünsche gutes Sitzen.",https://insighttimer.com/mbsr-aw/guided-meditations/stille-meditation-mit-hineinfuhrung-und-ende,https://libraryitems.insighttimer.com/q8s4p1b0t1f4h0x5j2w2s8e2j1u0a2v3w4g5t4j3/pictures/tiny_rectangle_medium.jpeg
9179,aiko108,/guided-meditations/u0j0y1p5m6x0e4j2w2h8d9p2v8g6c1a3k1q4h0t3,5,2022-12-13 13:21:31.598458,meditation found,62,2022-12-16 22:36:51.218420,title found,Guided Meditation -- Deep Relaxation,2021-11-08T09:23:42.000Z,PT22M23S,1k,4.82,28,guided,Meditation,Experienced,"Visualization,Consciousness,Recovery & Healing,Healing,Spirituality","A guided meditation to relax your entire body. Meditation is the practice of focusing one's mind in order to relax, expand inner awareness, and generate positive mental and physical changes. My meditations are for those who already have some experience. There will be silent moments for your own reflections. Ideal for women in their inner winter. *If you want to know more about women's inner seasons, check out my podcast.",https://insighttimer.com/aiko108/guided-meditations/guided-meditation-deep-relaxation-2,https://libraryitems.insighttimer.com/u0j0y1p5m6x0e4j2w2h8d9p2v8g6c1a3k1q4h0t3/pictures/tiny_rectangle_medium.jpeg
9180,aiko108,/guided-meditations/n6c3k2q3x4f3v4x2n8s5m8t5b4t7k8n2g8e1e8t5,5,2022-12-13 13:21:31.599389,meditation found,62,2022-12-16 22:36:55.840111,title not found,,,,,,,,,,,,,
9181,aiko108,/guided-meditations/c3s2t3m2t2u5t5e6v6q8q7t6y1v4s6z0a3r3r6v4,5,2022-12-13 13:21:31.600390,meditation found,62,2022-12-16 22:36:58.023662,title found,Guided Meditation -- The Colours Of The Rainbow ,2021-11-08T09:19:10.000Z,PT29M27S,571,4.74,23,guided,Meditation,Experienced,"Visualization,Consciousness,Recovery & Healing,Healing,Spirituality","A guided meditation focused on the colors of the rainbow. Meditation is the practice of focusing one's mind in order to relax, expand inner awareness, and generate positive mental and physical changes. My meditations are for those who already have some experience. There will be silent moments for your own reflections. Ideal for women in their inner summer. *If you want to know more about women's inner seasons, check out my podcast.",https://insighttimer.com/aiko108/guided-meditations/guided-meditation-the-colours-of-the-rainbow,https://libraryitems.insighttimer.com/c3s2t3m2t2u5t5e6v6q8q7t6y1v4s6z0a3r3r6v4/pictures/tiny_rectangle_medium.jpeg
9182,aiko108,/guided-meditations/p0j8r0x7a8n7k9t3y5t8q7u1h0a2m6b7x0n0u8n6,5,2022-12-13 13:21:31.601450,meditation found,62,2022-12-16 22:37:00.967777,title found,Bhagavad-Gita Glimpse Chapter 1,2021-06-07T07:11:42.000Z,PT12M37S,395,4.75,40,talks,Meditation,Everyone,"Podcasts,Consciousness,Awakening,Spiritual,Bhakti Yoga,Spirituality,Movement","In this episode, I sit down for a quick chat with my husband Syama (Syamananda) about the first chapter of the Bhagavad-gita, which I would say is a must-read for yogis and yoginis who feel that their time has come to go deeper into the treasure of yoga. This chapter deals with stepping back and becoming objective about what nature is, what spirit is, and how to realize the purpose of the connection of matter and spirit.

",https://insighttimer.com/aiko108/guided-meditations/bhagavad-gita-glimpse-chapter-1,https://libraryitems.insighttimer.com/p0j8r0x7a8n7k9t3y5t8q7u1h0a2m6b7x0n0u8n6/pictures/tiny_rectangle_medium.jpeg
9183,aiko108,/guided-meditations/q4p0c0v3p8z6j5f3z9l6n1b3x6p4n5e3y4r1t8n1,5,2022-12-13 13:21:31.601450,meditation found,62,2022-12-16 22:37:08.187795,title found,Guided Meditation -- Boost Your Self Esteem ,2021-11-08T09:21:30.000Z,PT32M,352,4.93,14,guided,Meditation,Experienced,"Visualization,Consciousness,Recovery & Healing,Healing,Spirituality","A guided meditation to boost your self-esteem. Meditation is the practice of focusing one's mind in order to relax, expand inner awareness, and generate positive mental and physical changes. My meditations are for those who already have some experience. There will be silent moments for your own reflections. Ideal for women in their inner autumn and winter. *If you want to know more about women's inner seasons, check out my podcast.",https://insighttimer.com/aiko108/guided-meditations/guided-meditation-boost-your-self-esteem,https://libraryitems.insighttimer.com/q4p0c0v3p8z6j5f3z9l6n1b3x6p4n5e3y4r1t8n1/pictures/tiny_rectangle_medium.jpeg
9184,aiko108,/guided-meditations/h0w1u4r5c5m3a8m6x8f5u9n8y8m9m0t2y3x2g8j6,5,2022-12-13 13:21:31.602455,meditation found,62,2022-12-16 22:37:33.683940,title found,The Five Principles Of Reiki,2021-04-28T05:52:16.000Z,PT48M31S,315,4.73,26,talks,Meditation,Everyone,"Reiki,Visualization,Podcasts,Health & Happiness,Authenticity,Yoga,Spirituality","In this episode, special guest Mark Hosak, Reiki master and author of best-selling books on the subject, reveals the connection between Yoga and Reiki by looking at the history of Buddhism which is the bridge between these two practices.

He elaborates on the five principles of Reiki called Gokai. Mark uses his expertise in the Japanese language of old as well as modern times to shed light on what each of these principles really means.",https://insighttimer.com/aiko108/guided-meditations/the-five-principles-of-reiki,https://libraryitems.insighttimer.com/h0w1u4r5c5m3a8m6x8f5u9n8y8m9m0t2y3x2g8j6/pictures/tiny_rectangle_medium.jpeg
9185,aiko108,/guided-meditations/z5s5r3b2w3q3a6a0f8k9b1v9j8b9q2k0u7k3k8b8,5,2022-12-13 13:21:31.602455,meditation found,62,2022-12-16 22:37:36.618215,title found,Guided Meditation For Women -- Tension Release & Relaxation,2021-11-08T09:27:11.000Z,PT23M6S,254,4.67,18,guided,Meditation,Experienced,"Visualization,Consciousness,Recovery & Healing,Healing,Spirituality","A guided meditation for women. Meditation is the practice of focusing one's mind in order to relax, expand inner awareness, and generate positive mental and physical changes. My meditations are for those who already have some experience. There will be silent moments for your own reflections. Ideal for women in their inner winter, during menstruation. *If you want to know more about women's inner seasons, check out my podcast.",https://insighttimer.com/aiko108/guided-meditations/guided-meditation-for-women-tension-release-and-relaxation,https://libraryitems.insighttimer.com/z5s5r3b2w3q3a6a0f8k9b1v9j8b9q2k0u7k3k8b8/pictures/tiny_rectangle_medium.jpeg
9186,aiko108,/guided-meditations/x9c8l5p2x5a7a8t1a8p0r9v7l3q7m5h4s1v3m7z2,5,2022-12-13 13:21:31.603447,meditation found,62,2022-12-16 22:37:39.603965,title found,Guided Meditation For Women -- Mindfulness & Relaxation ,2021-11-08T09:20:19.000Z,PT22M43S,217,4.45,20,guided,Meditation,Experienced,"Visualization,Consciousness,Recovery & Healing,Healing,Spirituality","A guided meditation for women. Meditation is the practice of focusing one's mind in order to relax, expand inner awareness, and generate positive mental and physical changes. My meditations are for those who already have some experience. There will be silent moments for your own reflections. Ideal for women in their inner autumn and winter. *If you want to know more about women's inner seasons, check out my podcast.",https://insighttimer.com/aiko108/guided-meditations/guided-meditation-for-women-mindfulness-and-relaxation,https://libraryitems.insighttimer.com/x9c8l5p2x5a7a8t1a8p0r9v7l3q7m5h4s1v3m7z2/pictures/tiny_rectangle_medium.jpeg
9187,aiko108,/guided-meditations/u9j7c8x6v1b8w0x4h6u0r8z7x0h3k4r8e5d4h4u4,5,2022-12-13 13:21:31.604447,meditation found,62,2022-12-16 22:37:42.303793,title found,Bhagavad-gita Glimpse  Chapter 2 ,2021-06-21T08:32:30.000Z,PT17M58S,196,4.74,23,talks,Meditation,Everyone,"Podcasts,Awakening,Bhakti,Spiritual,Bhakti Yoga,Spirituality,Movement,Spirituality,Religion","In this episode, my husband and I will continue where we left off in our previous Bhagavad-gita chat. Arjuna has presented his arguments not to fight in the war and now, we will hear what Krishna has to say in response.

P.S. The next chat will be a little longer.",https://insighttimer.com/aiko108/guided-meditations/bhagavad-gita-glimpse-chapter-2,https://libraryitems.insighttimer.com/u9j7c8x6v1b8w0x4h6u0r8z7x0h3k4r8e5d4h4u4/pictures/tiny_rectangle_medium.jpeg
9188,aiko108,/guided-meditations/e9a9w9h2b0l8b5s2u7c0x7s1r6h0b3t8c9t9u8n3,5,2022-12-13 13:21:31.604447,meditation found,62,2022-12-16 22:37:45.471157,title found,The Three First Yamas Of Astanga-Yoga With Swami Padmanabha,2021-04-28T05:51:11.000Z,PT49M7S,187,4.91,11,talks,Meditation,Experienced,"Podcasts,Ashtanga Yoga,Health & Happiness,Authenticity,Yoga,Spirituality,Movement","Special guest Swami Padmanabha, traveling monk, and yoga philosophy teacher for 20 years speaks on the first three restraints of Astanga-yoga: non-violence, truthfulness, and non-stealing. Astanga-yoga means the eight-limbed path of yoga. Swami Padmanabha gives also a brief description of the eight limbs:

yama - restraints
niyama - observances
asana - posture
pranayama - regulation of breath
pratyahara - sense withdrawal
dharana - concentration",https://insighttimer.com/aiko108/guided-meditations/the-three-first-yamas-of-astanga-yoga-with-swami-padmanabha,https://libraryitems.insighttimer.com/e9a9w9h2b0l8b5s2u7c0x7s1r6h0b3t8c9t9u8n3/pictures/tiny_rectangle_medium.jpeg
9189,aiko108,/guided-meditations/d9g5j6c6v4c6c6m4g2u8p4e3a6t9h9u6n5q7u6p9,5,2022-12-13 13:21:31.604447,meditation found,62,2022-12-16 22:37:47.679033,title found,Guided Meditation -- Boost Your Self Confidence ,2021-11-08T09:29:51.000Z,PT21M50S,182,5,9,guided,Meditation,Experienced,"Visualization,Consciousness,Recovery & Healing,Healing,Spirituality","A guided meditation to boost your self-confidence. Meditation is the practice of focusing one's mind in order to relax, expand inner awareness, and generate positive mental and physical changes. My meditations are for those who already have some experience. There will be silent moments for your own reflections.  Ideal for women in their inner autumn and winter. *If you want to know more about women's inner seasons, check out my podcast.",https://insighttimer.com/aiko108/guided-meditations/guided-meditation-boost-your-self-confidence,https://libraryitems.insighttimer.com/d9g5j6c6v4c6c6m4g2u8p4e3a6t9h9u6n5q7u6p9/pictures/tiny_rectangle_medium.jpeg
9190,aiko108,/guided-meditations/w9f2y5k3s0l9b9s3r6y4g1m7h2b5b2k6u9v8v2d8,5,2022-12-13 13:21:31.606055,meditation found,62,2022-12-16 22:37:52.825046,title found,Carl Jung On Yoga In the West,2021-07-04T20:26:48.000Z,PT47M47S,170,4.56,18,talks,Meditation,Everyone,"Podcasts,Awakening,Yoga,Spiritual,Bhakti Yoga,Spirituality,Movement","Today I speak again with Tim Kenty, whom you may remember from the episode about spiritual bypassing. This time, we discuss an intriguing quote from Carl Jung about the practice of yoga in the western world. It may sound controversial to western yogis, but Carl Jung was not someone whose words are to be taken lightly. 

Get ready for a plunge in the ocean of wisdom, as Tim Kenty unpacks Jung’s statement, and travels back in time to the pre-Socratic philosophers who communed with Mother Nature.",https://insighttimer.com/aiko108/guided-meditations/carl-jung-on-yoga-in-the-west,https://libraryitems.insighttimer.com/w9f2y5k3s0l9b9s3r6y4g1m7h2b5b2k6u9v8v2d8/pictures/tiny_rectangle_medium.jpeg
9191,aiko108,/guided-meditations/z0r2d5g7n1y1n1c7s1g4x7e0y5c8r3h8u3u6m6g2,5,2022-12-13 13:21:31.606209,meditation found,62,2022-12-16 22:37:55.013395,title found,Guided Meditation -- Relaxation & Gratitude ,2021-11-08T09:28:21.000Z,PT26M7S,170,4.63,16,guided,Meditation,Experienced,"Visualization,Consciousness,Recovery & Healing,Healing,Spirituality","A guided meditation to find balance and be grateful. Meditation is the practice of focusing one's mind in order to relax, expand inner awareness, and generate positive mental and physical changes. My meditations are for those who already have some experience. There will be silent moments for your own reflections.  Ideal for women in their inner spring. *If you want to know more about women's inner seasons, check out my podcast.",https://insighttimer.com/aiko108/guided-meditations/guided-meditation-relaxation-and-gratitude,https://libraryitems.insighttimer.com/z0r2d5g7n1y1n1c7s1g4x7e0y5c8r3h8u3u6m6g2/pictures/tiny_rectangle_medium.jpeg
9192,aiko108,/guided-meditations/m6y1v5r5d5n9p9g6q8f6p8d6n0q6s0v6z9q7d5x2,5,2022-12-13 13:21:31.607122,meditation found,62,2022-12-16 22:38:00.100867,title found,Ancient Yoga Texts ,2021-04-28T05:49:18.000Z,PT24M31S,167,4.76,17,talks,Meditation,Everyone,"Podcasts,Health & Happiness,Authenticity,Yoga,Bhakti Yoga,Spirituality,Movement","In this episode, special guest Måns Broo, professor of religion, Sanskrit scholar, yoga practitioner, and philosophy teacher, talks on the definitions of yoga in ancient Indian scriptures.

His main argument, and the main takeaway from this episode, is that although yoga has always been changing and adapting to new circumstances if it is to have value beyond mere entertainment, its roots need to be kept in mind. The main texts he refers to are the Vedas, the Yoga-sutras, and the Bhagavad-gita.",https://insighttimer.com/aiko108/guided-meditations/ancient-yoga-texts,https://libraryitems.insighttimer.com/m6y1v5r5d5n9p9g6q8f6p8d6n0q6s0v6z9q7d5x2/pictures/tiny_rectangle_medium.jpeg
9193,aiko108,/guided-meditations/y7r9j2t5n9s7x7y9j9z4s2w5q2k5s7a9s1l5e5u1,5,2022-12-13 13:21:31.607122,meditation found,62,2022-12-16 22:38:03.302169,title found,Women's Inner Seasons,2021-05-31T16:36:14.000Z,PT30M21S,119,4.75,4,talks,Meditation,Everyone,"Podcasts,Consciousness,Awakening,Spiritual,Spirituality","Here I explain briefly what are women's inner seasons and why it's so important to move our days accordingly. I give some small and simple tips that one can start practice right away in order to overcome PMS and learn how to connect within and without. 
NOTE: This is the audio of a slideshow presentation. ",https://insighttimer.com/aiko108/guided-meditations/womens-inner-seasons,https://libraryitems.insighttimer.com/y7r9j2t5n9s7x7y9j9z4s2w5q2k5s7a9s1l5e5u1/pictures/tiny_rectangle_medium.jpeg
